From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8NHT6	P54274	reviewed	TERF1_HUMAN	Telomeric repeat-binding factor 1 (NIMA-interacting protein 2) (TTAGGG repeat-binding factor 1) (Telomeric protein Pin2/TRF1)	TERF1 PIN2 TRBF1 TRF TRF1	Homo sapiens (Human)	439
Q9UQI5	Q9UQI5	unreviewed	Q9UQI5_HUMAN	Amphiphysin		Homo sapiens (Human)	60
Q6ZML3	Q6NSZ9	reviewed	ZSC25_HUMAN	Zinc finger and SCAN domain-containing protein 25 (Zinc finger protein 498)	ZSCAN25 ZNF498	Homo sapiens (Human)	544
Q8N8N9	Q8N8N9		Q8N8N9_HUMAN	deleted			
Q0VFW9	Q0VFW9		Q0VFW9_HUMAN	deleted			
Q9BXM8	Q9BXM8		AGSK1_HUMAN	deleted			
Q8WZ81	Q8N1S5	reviewed	S39AB_HUMAN	Zinc transporter ZIP11 (Solute carrier family 39 member 11) (Zrt- and Irt-like protein 11) (ZIP-11)	SLC39A11 C17orf26 ZIP11	Homo sapiens (Human)	342
Q6ZS47	Q6ZS47	unreviewed	Q6ZS47_HUMAN	cDNA FLJ45839 fis, clone NTONG2003805, highly similar to Zinc finger protein 45		Homo sapiens (Human)	538
Q8N2W6	Q1ZZU3	reviewed	SWI5_HUMAN	DNA repair protein SWI5 homolog (HBV DNAPTP1-transactivated protein A) (Protein SAE3 homolog)	SWI5 C9orf119 SAE3	Homo sapiens (Human)	235
Q6LER1	Q6LER1	unreviewed	Q6LER1_HUMAN	Interleukin 2 receptor gamma chain		Homo sapiens (Human)	38
Q6ZW30	Q6ZW30	unreviewed	Q6ZW30_HUMAN	cDNA FLJ41695 fis, clone HCHON2001548		Homo sapiens (Human)	160
Q14DW3	A7MCY6	reviewed	TBKB1_HUMAN	TANK-binding kinase 1-binding protein 1 (TBK1-binding protein 1)	TBKBP1 KIAA0775 SINTBAD	Homo sapiens (Human)	615
Q5TGB9	Q5TGB9		Q5TGB9_HUMAN	deleted			
Q5HYF1	O75575	reviewed	RPC9_HUMAN	DNA-directed RNA polymerase III subunit RPC9 (RNA polymerase III subunit C9) (Calcitonin gene-related peptide-receptor component protein) (CGRP-RCP) (CGRP-receptor component protein) (CGRPRCP) (HsC17)	CRCP	Homo sapiens (Human)	148
Q96BS1	O94827	reviewed	PKHG5_HUMAN	Pleckstrin homology domain-containing family G member 5 (PH domain-containing family G member 5) (Guanine nucleotide exchange factor 720) (GEF720)	PLEKHG5 KIAA0720	Homo sapiens (Human)	1006
Q53XY7	P50238	reviewed	CRIP1_HUMAN	Cysteine-rich protein 1 (CRP-1) (Cysteine-rich heart protein) (CRHP) (hCRHP) (Cysteine-rich intestinal protein) (CRIP)	CRIP1 CRIP CRP1	Homo sapiens (Human)	77
Q2TBD8	Q14190	reviewed	SIM2_HUMAN	Single-minded homolog 2 (Class E basic helix-loop-helix protein 15) (bHLHe15)	SIM2 BHLHE15	Homo sapiens (Human)	667
Q9C0E3	Q7L8J4	reviewed	3BP5L_HUMAN	SH3 domain-binding protein 5-like (SH3BP-5-like)	SH3BP5L KIAA1720 UNQ2766/PRO7133	Homo sapiens (Human)	393
Q8N5S4	F5H4A9	reviewed	CC080_HUMAN	Uncharacterized membrane protein C3orf80	C3orf80	Homo sapiens (Human)	247
Q6FGQ1	P08567	reviewed	PLEK_HUMAN	Pleckstrin (Platelet 47 kDa protein) (p47)	PLEK P47	Homo sapiens (Human)	350
Q2M2X4	P53367	reviewed	ARFP1_HUMAN	Arfaptin-1 (ADP-ribosylation factor-interacting protein 1)	ARFIP1	Homo sapiens (Human)	373
Q6PCD2	P78334	reviewed	GBRE_HUMAN	Gamma-aminobutyric acid receptor subunit epsilon (GABA(A) receptor subunit epsilon)	GABRE	Homo sapiens (Human)	506
Q6NXQ2	Q6NXQ2		Q6NXQ2_HUMAN	deleted			
Q6IAS7	P14316	reviewed	IRF2_HUMAN	Interferon regulatory factor 2 (IRF-2)	IRF2	Homo sapiens (Human)	349
A2ABD1	Q9UMR5	reviewed	PPT2_HUMAN	Lysosomal thioesterase PPT2 (PPT-2) (EC 3.1.2.-) (S-thioesterase G14)	PPT2	Homo sapiens (Human)	302
Q9HAM0	Q9HAM0	unreviewed	Q9HAM0_HUMAN	cDNA FLJ11371 fis, clone HEMBA1000356, highly similar to Homo sapiens mRNA; cDNA DKFZp566C243 (from clone DKFZp566C243)		Homo sapiens (Human)	280
Q59F09	Q59F09	unreviewed	Q59F09_HUMAN	ATP-dependent DNA helicase (EC 3.6.4.12)		Homo sapiens (Human)	842
Q6ZU04	M0R2J8	reviewed	DCDC1_HUMAN	Doublecortin domain-containing protein 1 (Doublecortin domain-containing 5 protein)	DCDC1 DCDC5 KIAA1493	Homo sapiens (Human)	1783
Q49A53	Q49A53		ARF1L_HUMAN	deleted			
Q8WYV1	Q5XUX0	reviewed	FBX31_HUMAN	F-box only protein 31	FBXO31 FBX14 FBX31 PP2386	Homo sapiens (Human)	539
Q8NAL2	Q63HQ2	reviewed	EGFLA_HUMAN	Pikachurin (Agrin-like protein) (EGF-like, fibronectin type-III and laminin G-like domain-containing protein)	EGFLAM AGRINL AGRNL PIKA	Homo sapiens (Human)	1017
Q14422	P13224	reviewed	GP1BB_HUMAN	Platelet glycoprotein Ib beta chain (GP-Ib beta) (GPIb-beta) (GPIbB) (Antigen CD42b-beta) (CD antigen CD42c)	GP1BB	Homo sapiens (Human)	206
Q9UGK5	Q96QD5	reviewed	DEPD7_HUMAN	DEP domain-containing protein 7 (Protein TR2/D15)	DEPDC7	Homo sapiens (Human)	511
Q8TA90	Q8TA90	unreviewed	Q8TA90_HUMAN	Similar to Elongation factor 2b		Homo sapiens (Human)	517
Q9H9Q7	Q14D04	reviewed	MELT_HUMAN	Ventricular zone-expressed PH domain-containing protein homolog 1 (Protein melted)	VEPH1 KIAA1692 VEPH	Homo sapiens (Human)	833
Q75MG6	Q8N2F6	reviewed	ARM10_HUMAN	Armadillo repeat-containing protein 10 (Splicing variant involved in hepatocarcinogenesis protein)	ARMC10 SVH PSEC0198	Homo sapiens (Human)	343
Q9Y329	B1AK53	reviewed	ESPN_HUMAN	Espin (Autosomal recessive deafness type 36 protein) (Ectoplasmic specialization protein)	ESPN DFNB36 LP2654	Homo sapiens (Human)	854
Q8NCM0	Q6P531	reviewed	GGT6_HUMAN	Glutathione hydrolase 6 (EC 3.4.19.13) (Gamma-glutamyltransferase 6) (GGT 6) (EC 2.3.2.2) (Gamma-glutamyltranspeptidase 6) [Cleaved into: Glutathione hydrolase 6 heavy chain; Glutathione hydrolase 6 light chain]	GGT6	Homo sapiens (Human)	493
Q6DT41	O15055	reviewed	PER2_HUMAN	Period circadian protein homolog 2 (hPER2) (Circadian clock protein PERIOD 2)	PER2 KIAA0347	Homo sapiens (Human)	1255
Q9UI66	Q9UI66		CI038_HUMAN	deleted			
Q5JY72	Q5JY72		Q5JY72_HUMAN	deleted			
Q8N882	Q8N882	unreviewed	Q8N882_HUMAN	cDNA FLJ39841 fis, clone SPLEN2014210, moderately similar to Rattus norvegicus alpha D integrin mRNA		Homo sapiens (Human)	231
Q8NGH1	Q8NGG8	reviewed	OR8B3_HUMAN	Olfactory receptor 8B3 (Olfactory receptor OR11-311)	OR8B3	Homo sapiens (Human)	313
Q6P4F4	Q6P4F4		Q6P4F4_HUMAN	deleted			
Q8IVQ2	O43247	reviewed	CMIP4_HUMAN	Ciliary microtubule inner protein 4 (Testis-expressed protein 33)	CIMIP4 C22orf33 EAN57 TEX33	Homo sapiens (Human)	280
Q7Z4R1	Q7Z4R1	unreviewed	Q7Z4R1_HUMAN	SCAN box domain-containing protein		Homo sapiens (Human)	130
Q9H7V4	Q6MZQ0	reviewed	PRR5L_HUMAN	Proline-rich protein 5-like (Protein observed with Rictor-2) (Protor-2)	PRR5L PROTOR2	Homo sapiens (Human)	368
Q8WYM1	O43521	reviewed	B2L11_HUMAN	Bcl-2-like protein 11 (Bcl2-L-11) (Bcl2-interacting mediator of cell death)	BCL2L11 BIM	Homo sapiens (Human)	198
Q8TDS3	P06401	reviewed	PRGR_HUMAN	Progesterone receptor (PR) (Nuclear receptor subfamily 3 group C member 3)	PGR NR3C3	Homo sapiens (Human)	933
Q5JS56	Q5JS54	reviewed	PSMG4_HUMAN	Proteasome assembly chaperone 4 (PAC-4) (hPAC4)	PSMG4 C6orf86 PAC4	Homo sapiens (Human)	123
Q3MIP8	P26371	reviewed	KRA59_HUMAN	Keratin-associated protein 5-9 (Keratin, cuticle, ultrahigh sulfur 1) (Keratin, ultra high-sulfur matrix protein A) (Keratin-associated protein 5.9) (UHS keratin A) (UHS KerA) (Ultrahigh sulfur keratin-associated protein 5.9)	KRTAP5-9 KAP5.9 KRN1 KRTAP5.9 UHSK1	Homo sapiens (Human)	169
Q9UIC5	Q9UIC5	unreviewed	Q9UIC5_HUMAN	NAD+-specific isocitrate dehydrogenase b subunit		Homo sapiens (Human)	156
Q5T4L6	P42677	reviewed	RS27_HUMAN	Small ribosomal subunit protein eS27 (40S ribosomal protein S27) (Metallopan-stimulin 1) (MPS-1)	RPS27 MPS1	Homo sapiens (Human)	84
Q9Y2L2	Q5TB80	reviewed	CE162_HUMAN	Centrosomal protein of 162 kDa (Cep162) (Protein QN1 homolog)	CEP162 C6orf84 KIAA1009 QN1	Homo sapiens (Human)	1403
Q53XA7	P16930	reviewed	FAAA_HUMAN	Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase)	FAH	Homo sapiens (Human)	419
O75941	O75941	unreviewed	O75941_HUMAN	Ovule protein		Homo sapiens (Human)	68
Q9UEU7	Q9UEU7	unreviewed	Q9UEU7_HUMAN	Placenta copper monamine oxidase		Homo sapiens (Human)	64
Q6ZS05	Q6ZS05	unreviewed	Q6ZS05_HUMAN	cDNA FLJ45933 fis, clone PLACE7003639		Homo sapiens (Human)	190
Q53XA8	O75506	reviewed	HSBP1_HUMAN	Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13)	HSBP1 HSF1BP	Homo sapiens (Human)	76
Q59F61	Q59F61	unreviewed	Q59F61_HUMAN	CASP8 and FADD-like apoptosis regulator variant		Homo sapiens (Human)	254
Q9HB22	Q8N6P7	reviewed	I22R1_HUMAN	Interleukin-22 receptor subunit alpha-1 (IL-22 receptor subunit alpha-1) (IL-22R-alpha-1) (IL-22RA1) (Cytokine receptor class-II member 9) (Cytokine receptor family 2 member 9) (CRF2-9) (ZcytoR11)	IL22RA1 IL22R	Homo sapiens (Human)	574
Q5STW6	O00453	reviewed	LST1_HUMAN	Leukocyte-specific transcript 1 protein (Protein B144)	LST1 B144	Homo sapiens (Human)	97
Q3MIS5	P42680	reviewed	TEC_HUMAN	Tyrosine-protein kinase Tec (EC 2.7.10.2)	TEC PSCTK4	Homo sapiens (Human)	631
Q5VVL9	Q5VVL9		Q5VVL9_HUMAN	deleted			
Q6PG38	Q58DX5	reviewed	NADL2_HUMAN	Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2)	NAALADL2	Homo sapiens (Human)	795
Q8N7A4	Q8N7A4	unreviewed	Q8N7A4_HUMAN	cDNA FLJ25865 fis, clone CBR01927		Homo sapiens (Human)	123
Q6GMW1	Q6GMW1		Q6GMW1_HUMAN	deleted			
Q86Y20	Q86Y20	unreviewed	Q86Y20_HUMAN	Tryptophan hydroxylase		Homo sapiens (Human)	163
Q6T888	Q5VTD9	reviewed	GFI1B_HUMAN	Zinc finger protein Gfi-1b (Growth factor independent protein 1B) (Potential regulator of CDKN1A translocated in CML)	GFI1B	Homo sapiens (Human)	330
Q5T4R1	Q16790	reviewed	CAH9_HUMAN	Carbonic anhydrase 9 (EC 4.2.1.1) (Carbonate dehydratase IX) (Carbonic anhydrase IX) (CA-IX) (CAIX) (Membrane antigen MN) (P54/58N) (Renal cell carcinoma-associated antigen G250) (RCC-associated antigen G250) (pMW1)	CA9 G250 MN	Homo sapiens (Human)	459
Q6LD02	P23025	reviewed	XPA_HUMAN	DNA repair protein complementing XP-A cells (Xeroderma pigmentosum group A-complementing protein)	XPA XPAC	Homo sapiens (Human)	273
Q6ZUJ9	Q6ZUJ9		Q6ZUJ9_HUMAN	deleted			
Q8N1X9	Q8N1X9	unreviewed	Q8N1X9_HUMAN	cDNA FLJ37295 fis, clone BRAMY2015311, moderately similar to TRYPTOPHAN 5-MONOOXYGENASE		Homo sapiens (Human)	250
Q6NXG5	Q13111	reviewed	CAF1A_HUMAN	Chromatin assembly factor 1 subunit A (CAF-1 subunit A) (Chromatin assembly factor I p150 subunit) (CAF-I 150 kDa subunit) (CAF-I p150) (hp150)	CHAF1A CAF CAF1P150	Homo sapiens (Human)	956
Q3C1U7	Q3C1U7	unreviewed	Q3C1U7_HUMAN	Transient receptor ion channel domain-containing protein		Homo sapiens (Human)	149
Q6PIH4	Q6PIH4		Q6PIH4_HUMAN	deleted			
Q59EI2	Q59EI2	unreviewed	Q59EI2_HUMAN	Cyclin-dependent kinase 10 isoform 3 variant		Homo sapiens (Human)	214
Q9NWJ0	P51149	reviewed	RAB7A_HUMAN	Ras-related protein Rab-7a (EC 3.6.5.2)	RAB7A RAB7	Homo sapiens (Human)	207
Q96JJ4	Q8NDA8	reviewed	MROH1_HUMAN	Maestro heat-like repeat-containing protein family member 1 (HEAT repeat-containing protein 7A)	MROH1 HEATR7A KIAA1833	Homo sapiens (Human)	1641
Q14569	Q14569	unreviewed	Q14569_HUMAN	Uncharacterized protein		Homo sapiens (Human)	154
Q5VUF1	O95999	reviewed	BCL10_HUMAN	B-cell lymphoma/leukemia 10 (B-cell CLL/lymphoma 10) (Bcl-10) (CARD-containing molecule enhancing NF-kappa-B) (CARD-like apoptotic protein) (hCLAP) (CED-3/ICH-1 prodomain homologous E10-like regulator) (CIPER) (Cellular homolog of vCARMEN) (cCARMEN) (Cellular-E10) (c-E10) (Mammalian CARD-containing adapter molecule E10) (mE10)	BCL10 CIPER CLAP	Homo sapiens (Human)	233
Q6ZN80	Q6ZN80		MGAL1_HUMAN	deleted			
Q9P198	Q96DC7	reviewed	TMCO6_HUMAN	Transmembrane and coiled-coil domain-containing protein 6	TMCO6 PRO1580	Homo sapiens (Human)	493
Q6ZSH2	Q6ZSH2		Q6ZSH2_HUMAN	deleted			
Q9MY24	Q92619	reviewed	HMHA1_HUMAN	Rho GTPase-activating protein 45 [Cleaved into: Minor histocompatibility antigen HA-1 (mHag HA-1)]	ARHGAP45 HMHA1 KIAA0223	Homo sapiens (Human)	1136
Q96A78	Q12788	reviewed	TBL3_HUMAN	Transducin beta-like protein 3 (WD repeat-containing protein SAZD)	TBL3 SAZD	Homo sapiens (Human)	808
Q8TC63	Q8TC63		Q8TC63_HUMAN	deleted			
Q9UDC2	P62841	reviewed	RS15_HUMAN	Small ribosomal subunit protein uS19 (40S ribosomal protein S15) (RIG protein)	RPS15 RIG	Homo sapiens (Human)	145
Q2NKL2	P20742	reviewed	PZP_HUMAN	Pregnancy zone protein (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 6)	PZP CPAMD6	Homo sapiens (Human)	1482
Q9BZS7	Q9BZS7	unreviewed	Q9BZS7_HUMAN	PNAS-119		Homo sapiens (Human)	53
Q9ULU3	Q5BKX6	reviewed	S45A4_HUMAN	Solute carrier family 45 member 4	SLC45A4 KIAA1126	Homo sapiens (Human)	768
Q96RP6	P62837	reviewed	UB2D2_HUMAN	Ubiquitin-conjugating enzyme E2 D2 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D2) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D2) (Ubiquitin carrier protein D2) (Ubiquitin-conjugating enzyme E2(17)KB 2) (Ubiquitin-conjugating enzyme E2-17 kDa 2) (Ubiquitin-protein ligase D2) (p53-regulated ubiquitin-conjugating enzyme 1)	UBE2D2 PUBC1 UBC4 UBC5B UBCH4 UBCH5B	Homo sapiens (Human)	147
Q8N3Q3	Q8IVE3	reviewed	PKHH2_HUMAN	Pleckstrin homology domain-containing family H member 2	PLEKHH2 KIAA2028	Homo sapiens (Human)	1493
Q6ZUL9	Q13201	reviewed	MMRN1_HUMAN	Multimerin-1 (EMILIN-4) (Elastin microfibril interface located protein 4) (Elastin microfibril interfacer 4) (Endothelial cell multimerin) [Cleaved into: Platelet glycoprotein Ia*; 155 kDa platelet multimerin (p-155) (p155)]	MMRN1 ECM EMILIN4 GPIA* MMRN	Homo sapiens (Human)	1228
Q96LR1	Q96LR1		CRIT1_HUMAN	deleted			
Q9BRV4	Q15836	reviewed	VAMP3_HUMAN	Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3)	VAMP3 SYB3	Homo sapiens (Human)	100
Q6LER6	Q6LER6	unreviewed	Q6LER6_HUMAN	Cytochrome c		Homo sapiens (Human)	28
Q53G41	Q53G41	unreviewed	Q53G41_HUMAN	Tripartite motif protein TRIM29 isoform alpha variant		Homo sapiens (Human)	588
Q8TC69	P58294	reviewed	PROK1_HUMAN	Prokineticin-1 (Endocrine-gland-derived vascular endothelial growth factor) (EG-VEGF) (Mambakine)	PROK1 UNQ600/PRO1186	Homo sapiens (Human)	105
Q53EL3	Q53EL3	unreviewed	Q53EL3_HUMAN	Tyrosine-protein kinase (EC 2.7.10.2)		Homo sapiens (Human)	449
Q58J92	O00451	reviewed	GFRA2_HUMAN	GDNF family receptor alpha-2 (GDNF receptor alpha-2) (GDNFR-alpha-2) (GFR-alpha-2) (GDNF receptor beta) (GDNFR-beta) (Neurturin receptor alpha) (NRTNR-alpha) (NTNR-alpha) (RET ligand 2) (TGF-beta-related neurotrophic factor receptor 2)	GFRA2 GDNFRB RETL2 TRNR2	Homo sapiens (Human)	464
Q99984	Q53G44	reviewed	IF44L_HUMAN	Interferon-induced protein 44-like	IFI44L C1orf29 GS3686	Homo sapiens (Human)	452
Q96NN6	Q96AC6	reviewed	KIFC2_HUMAN	Kinesin-like protein KIFC2	KIFC2	Homo sapiens (Human)	838
Q9UEJ0	Q29980	reviewed	MICB_HUMAN	MHC class I polypeptide-related sequence B (MIC-B)	MICB PERB11.2	Homo sapiens (Human)	383
Q8TAY6	O75829	reviewed	CNMD_HUMAN	Leukocyte cell-derived chemotaxin 1 (Chondromodulin) [Cleaved into: Chondrosurfactant protein (CH-SP); Chondromodulin-1 (Chondromodulin-I) (ChM-I)]	CNMD CHMI LECT1 MYETS1	Homo sapiens (Human)	334
Q8TC50	O00295	reviewed	TULP2_HUMAN	Tubby-related protein 2 (Cancer/testis antigen 65) (CT65) (Tubby-like protein 2)	TULP2 TUBL2	Homo sapiens (Human)	520
Q9BV09	Q14444	reviewed	CAPR1_HUMAN	Caprin-1 (Cell cycle-associated protein 1) (Cytoplasmic activation- and proliferation-associated protein 1) (GPI-anchored membrane protein 1) (GPI-anchored protein p137) (GPI-p137) (p137GPI) (Membrane component chromosome 11 surface marker 1) (RNA granule protein 105)	CAPRIN1 GPIAP1 GPIP137 M11S1 RNG105	Homo sapiens (Human)	709
Q9BWD2	Q13435	reviewed	SF3B2_HUMAN	Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit) (SF3b145) (Spliceosome-associated protein 145) (SAP 145)	SF3B2 SAP145	Homo sapiens (Human)	895
Q1HE14	P81172	reviewed	HEPC_HUMAN	Hepcidin (Liver-expressed antimicrobial peptide 1) (LEAP-1) (Putative liver tumor regressor) (PLTR) [Cleaved into: Hepcidin-25 (Hepc25); Hepcidin-20 (Hepc20)]	HAMP HEPC LEAP1 UNQ487/PRO1003	Homo sapiens (Human)	84
Q9P220	Q6P9A1	reviewed	ZN530_HUMAN	Zinc finger protein 530	ZNF530 KIAA1508	Homo sapiens (Human)	599
Q9NZ46	Q9NZ46	unreviewed	Q9NZ46_HUMAN	Uncharacterized hematopoietic stem/progenitor cells protein MDS028		Homo sapiens (Human)	199
Q8NCE4	Q8NCE4		Q8NCE4_HUMAN	deleted			
Q9H3A7	Q9H3A7	unreviewed	Q9H3A7_HUMAN	HCG1983393 (PRO2158)	hCG_1983393	Homo sapiens (Human)	87
Q53XR0	P31512	reviewed	FMO4_HUMAN	Dimethylaniline monooxygenase [N-oxide-forming] 4 (EC 1.14.13.8) (Dimethylaniline oxidase 4) (Hepatic flavin-containing monooxygenase 4) (FMO 4)	FMO4 FMO2	Homo sapiens (Human)	558
Q8N8B0	Q92854	reviewed	SEM4D_HUMAN	Semaphorin-4D (A8) (BB18) (GR3) (CD antigen CD100)	SEMA4D C9orf164 CD100 SEMAJ	Homo sapiens (Human)	862
Q5J9I4	P29372	reviewed	3MG_HUMAN	DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-alkyladenine DNA glycosylase) (3-methyladenine DNA glycosidase) (ADPG) (N-methylpurine-DNA glycosylase)	MPG AAG ANPG MID1	Homo sapiens (Human)	298
Q53HA9	Q53HA9	unreviewed	Q53HA9_HUMAN	Tyrosine-protein kinase (EC 2.7.10.2)		Homo sapiens (Human)	822
Q9HC04	Q6UW02	reviewed	CP20A_HUMAN	Cytochrome P450 20A1 (EC 1.14.-.-)	CYP20A1 UNQ667/PRO1301	Homo sapiens (Human)	462
Q6PEX5	Q6PEX5		Q6PEX5_HUMAN	deleted			
Q86YK4	Q7Z2H8	reviewed	S36A1_HUMAN	Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (hPAT1) (Solute carrier family 36 member 1)	SLC36A1 PAT1	Homo sapiens (Human)	476
Q5T313	Q5T313		Q5T313_HUMAN	deleted			
Q2TBC8	Q2TBC8		Q2TBC8_HUMAN	deleted			
Q9NUS1	Q9NUS1	unreviewed	Q9NUS1_HUMAN	Solute carrier family 40 member		Homo sapiens (Human)	167
Q53XZ5	P62258	reviewed	1433E_HUMAN	14-3-3 protein epsilon (14-3-3E)	YWHAE	Homo sapiens (Human)	255
Q9H997	Q96BU1	reviewed	S1PBP_HUMAN	S100P-binding protein (S100P-binding protein Riken)	S100PBP S100PBPR	Homo sapiens (Human)	408
Q9NSN4	Q86WP2	reviewed	GPBP1_HUMAN	Vasculin (GC-rich promoter-binding protein 1) (Vascular wall-linked protein)	GPBP1 GPBP SSH6	Homo sapiens (Human)	473
Q6ZV91	Q6ZV91	unreviewed	Q6ZV91_HUMAN	HCG1647356, isoform CRA_b (cDNA FLJ42875 fis, clone BRHIP2029176)	hCG_1647356	Homo sapiens (Human)	148
Q8IYS6	Q5JU00	reviewed	DRC5_HUMAN	Dynein regulatory complex subunit 5 (T-complex-associated testis-expressed protein 1) (Tcte-1)	TCTE1 DRC5	Homo sapiens (Human)	501
Q9UH87	Q8IZ13	reviewed	F200C_HUMAN	Protein FAM200C (Protein ZBED8) (Transposon-derived Buster3 transposase-like protein) (Zinc finger BED domain-containing protein 8)	FAM200C Buster3 C5orf54 ZBED8	Homo sapiens (Human)	594
Q8WYN2	Q3MIW9	reviewed	MUCL3_HUMAN	Mucin-like protein 3 (Diffuse panbronchiolitis critical region protein 1)	MUCL3 C6orf37 DPCR1 PBLT	Homo sapiens (Human)	517
Q6ZN15	Q6ZN15		Q6ZN15_HUMAN	deleted			
Q4VWZ9	Q4VWZ9		Q4VWZ9_HUMAN	deleted			
Q8N8P5	Q8N8P5	unreviewed	Q8N8P5_HUMAN	cDNA FLJ39061 fis, clone NT2RP7013764		Homo sapiens (Human)	600
Q59FJ7	Q59FJ7	unreviewed	Q59FJ7_HUMAN	Casein kinase 1, delta isoform 1 variant		Homo sapiens (Human)	342
Q5FVE3	O75394	reviewed	RM33_HUMAN	Large ribosomal subunit protein bL33m (39S ribosomal protein L33, mitochondrial) (L33mt) (MRP-L33)	MRPL33 C2orf1	Homo sapiens (Human)	65
Q5VXS7	Q5VXS7		Q5VXS7_HUMAN	deleted			
Q6ICR7	O00585	reviewed	CCL21_HUMAN	C-C motif chemokine 21 (6Ckine) (Beta-chemokine exodus-2) (Secondary lymphoid-tissue chemokine) (SLC) (Small-inducible cytokine A21)	CCL21 SCYA21 UNQ784/PRO1600	Homo sapiens (Human)	134
Q5JQ60	O60225	reviewed	SSX5_HUMAN	Protein SSX5	SSX5	Homo sapiens (Human)	188
Q6IS69	Q15485	reviewed	FCN2_HUMAN	Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35)	FCN2 FCNL	Homo sapiens (Human)	313
Q8WZB4	P00746	reviewed	CFAD_HUMAN	Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D)	CFD DF PFD	Homo sapiens (Human)	253
Q0VG08	O95487	reviewed	SC24B_HUMAN	Protein transport protein Sec24B (SEC24-related protein B)	SEC24B	Homo sapiens (Human)	1268
Q5T489	O00512	reviewed	BCL9_HUMAN	B-cell CLL/lymphoma 9 protein (B-cell lymphoma 9 protein) (Bcl-9) (Protein legless homolog)	BCL9	Homo sapiens (Human)	1426
Q9XRZ2	P01920	reviewed	DQB1_HUMAN	HLA class II histocompatibility antigen, DQ beta 1 chain (MHC class II antigen DQB1)	HLA-DQB1 HLA-DQB	Homo sapiens (Human)	261
Q6ZW08	Q6ZW08		Q6ZW08_HUMAN	deleted			
Q6ZWE7	Q6ZWE7		Q6ZWE7_HUMAN	deleted			
Q53HT6	Q53HT6	unreviewed	Q53HT6_HUMAN	B-cell receptor-associated protein (BCR-associated protein)		Homo sapiens (Human)	246
Q9H0V3	Q96P44	reviewed	COLA1_HUMAN	Collagen alpha-1(XXI) chain	COL21A1 COL1AL FP633	Homo sapiens (Human)	957
Q6ZRT5	Q6ZRT5		Q6ZRT5_HUMAN	deleted			
Q96GM4	Q5SRE7	reviewed	PHYD1_HUMAN	Phytanoyl-CoA dioxygenase domain-containing protein 1 (Protein PHYHD1) (EC 1.14.11.-)	PHYHD1	Homo sapiens (Human)	291
Q5VWG5	Q5VWG5		Q5VWG5_HUMAN	deleted			
Q9H6B7	Q9H6B7	unreviewed	Q9H6B7_HUMAN	valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase)		Homo sapiens (Human)	286
Q9MY67	P04440	reviewed	DPB1_HUMAN	HLA class II histocompatibility antigen, DP beta 1 chain (HLA class II histocompatibility antigen, DP(W4) beta chain) (MHC class II antigen DPB1)	HLA-DPB1 HLA-DP1B	Homo sapiens (Human)	258
Q8N9R9	Q8N9R9		CN065_HUMAN	deleted			
Q8WXC9	O95299	reviewed	NDUAA_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)	NDUFA10	Homo sapiens (Human)	355
Q9UCW8	P80365	reviewed	DHI2_HUMAN	11-beta-hydroxysteroid dehydrogenase type 2 (11-DH2) (11-beta-HSD2) (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type II) (11-HSD type II) (11-beta-HSD type II) (Corticosteroid 11-beta-dehydrogenase isozyme 2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 3)	HSD11B2 HSD11K SDR9C3	Homo sapiens (Human)	405
Q9P0E7	Q9P0E7	unreviewed	Q9P0E7_HUMAN	HSPC089		Homo sapiens (Human)	290
Q5SYY0	Q5SYY0		Z322B_HUMAN	deleted			
Q8NGM0	Q8NGM0	unreviewed	Q8NGM0_HUMAN	Seven transmembrane helix receptor		Homo sapiens (Human)	301
Q9H617	Q9H617		Q9H617_HUMAN	deleted			
